section,male,female,lastUpdate,date
0,2,4,2021-04-07T06:21:49.690Z,2021-04-07T06:21:49.690Z
10,4,1,2021-04-07T06:21:49.690Z,2021-04-07T06:21:49.690Z
20,18,13,2021-04-07T06:21:49.690Z,2021-04-07T06:21:49.690Z
30,29,19,2021-04-07T06:21:49.690Z,2021-04-07T06:21:49.690Z
40,57,53,2021-04-07T06:21:49.690Z,2021-04-07T06:21:49.690Z
50,223,108,2021-04-07T06:21:49.690Z,2021-04-07T06:21:49.690Z
60,610,279,2021-04-07T06:21:49.690Z,2021-04-07T06:21:49.690Z
70,990,549,2021-04-07T06:21:49.690Z,2021-04-07T06:21:49.690Z
80,1112,964,2021-04-07T06:21:49.690Z,2021-04-07T06:21:49.690Z
90,523,704,2021-04-07T06:21:49.690Z,2021-04-07T06:21:49.690Z
