total_beds,total_occupancy,easy_occupancy,medium_occupancy,hard_occupancy,critical_occupancy,lastUpdate
2892,481,106,61,122,187,2021-04-07T06:21:49.690Z
100,17,22,13,25,39,2021-04-07T06:21:49.690Z
