amount,lastUpdate
0,2021-04-07T06:21:49.690Z
0,2021-04-07T06:21:49.690Z
0,2021-04-07T06:21:49.690Z
1,2021-04-07T06:21:49.690Z
2,2021-04-07T06:21:49.690Z
3,2021-04-07T06:21:49.690Z
5,2021-04-07T06:21:49.690Z
5,2021-04-07T06:21:49.690Z
6,2021-04-07T06:21:49.690Z
7,2021-04-07T06:21:49.690Z
7,2021-04-07T06:21:49.690Z
7,2021-04-07T06:21:49.690Z
6,2021-04-07T06:21:49.690Z
9,2021-04-07T06:21:49.690Z
11,2021-04-07T06:21:49.690Z
12,2021-04-07T06:21:49.690Z
16,2021-04-07T06:21:49.690Z
21,2021-04-07T06:21:49.690Z
23,2021-04-07T06:21:49.690Z
27,2021-04-07T06:21:49.690Z
38,2021-04-07T06:21:49.690Z
44,2021-04-07T06:21:49.690Z
48,2021-04-07T06:21:49.690Z
52,2021-04-07T06:21:49.690Z
56,2021-04-07T06:21:49.690Z
66,2021-04-07T06:21:49.690Z
70,2021-04-07T06:21:49.690Z
80,2021-04-07T06:21:49.690Z
89,2021-04-07T06:21:49.690Z
98,2021-04-07T06:21:49.690Z
111,2021-04-07T06:21:49.690Z
113,2021-04-07T06:21:49.690Z
131,2021-04-07T06:21:49.690Z
140,2021-04-07T06:21:49.690Z
135,2021-04-07T06:21:49.690Z
147,2021-04-07T06:21:49.690Z
160,2021-04-07T06:21:49.690Z
166,2021-04-07T06:21:49.690Z
166,2021-04-07T06:21:49.690Z
170,2021-04-07T06:21:49.690Z
182,2021-04-07T06:21:49.690Z
177,2021-04-07T06:21:49.690Z
192,2021-04-07T06:21:49.690Z
178,2021-04-07T06:21:49.690Z
186,2021-04-07T06:21:49.690Z
182,2021-04-07T06:21:49.690Z
165,2021-04-07T06:21:49.690Z
175,2021-04-07T06:21:49.690Z
157,2021-04-07T06:21:49.690Z
155,2021-04-07T06:21:49.690Z
145,2021-04-07T06:21:49.690Z
149,2021-04-07T06:21:49.690Z
146,2021-04-07T06:21:49.690Z
144,2021-04-07T06:21:49.690Z
136,2021-04-07T06:21:49.690Z
142,2021-04-07T06:21:49.690Z
132,2021-04-07T06:21:49.690Z
127,2021-04-07T06:21:49.690Z
122,2021-04-07T06:21:49.690Z
112,2021-04-07T06:21:49.690Z
109,2021-04-07T06:21:49.690Z
111,2021-04-07T06:21:49.690Z
101,2021-04-07T06:21:49.690Z
97,2021-04-07T06:21:49.690Z
91,2021-04-07T06:21:49.690Z
88,2021-04-07T06:21:49.690Z
84,2021-04-07T06:21:49.690Z
78,2021-04-07T06:21:49.690Z
78,2021-04-07T06:21:49.690Z
74,2021-04-07T06:21:49.690Z
69,2021-04-07T06:21:49.690Z
66,2021-04-07T06:21:49.690Z
61,2021-04-07T06:21:49.690Z
61,2021-04-07T06:21:49.690Z
61,2021-04-07T06:21:49.690Z
60,2021-04-07T06:21:49.690Z
55,2021-04-07T06:21:49.690Z
52,2021-04-07T06:21:49.690Z
51,2021-04-07T06:21:49.690Z
46,2021-04-07T06:21:49.690Z
47,2021-04-07T06:21:49.690Z
46,2021-04-07T06:21:49.690Z
46,2021-04-07T06:21:49.690Z
43,2021-04-07T06:21:49.690Z
41,2021-04-07T06:21:49.690Z
36,2021-04-07T06:21:49.690Z
40,2021-04-07T06:21:49.690Z
36,2021-04-07T06:21:49.690Z
39,2021-04-07T06:21:49.690Z
35,2021-04-07T06:21:49.690Z
35,2021-04-07T06:21:49.690Z
32,2021-04-07T06:21:49.690Z
29,2021-04-07T06:21:49.690Z
28,2021-04-07T06:21:49.690Z
30,2021-04-07T06:21:49.690Z
29,2021-04-07T06:21:49.690Z
29,2021-04-07T06:21:49.690Z
29,2021-04-07T06:21:49.690Z
30,2021-04-07T06:21:49.690Z
31,2021-04-07T06:21:49.690Z
32,2021-04-07T06:21:49.690Z
35,2021-04-07T06:21:49.690Z
35,2021-04-07T06:21:49.690Z
35,2021-04-07T06:21:49.690Z
31,2021-04-07T06:21:49.690Z
36,2021-04-07T06:21:49.690Z
38,2021-04-07T06:21:49.690Z
36,2021-04-07T06:21:49.690Z
40,2021-04-07T06:21:49.690Z
39,2021-04-07T06:21:49.690Z
41,2021-04-07T06:21:49.690Z
45,2021-04-07T06:21:49.690Z
44,2021-04-07T06:21:49.690Z
40,2021-04-07T06:21:49.690Z
45,2021-04-07T06:21:49.690Z
44,2021-04-07T06:21:49.690Z
45,2021-04-07T06:21:49.690Z
40,2021-04-07T06:21:49.690Z
39,2021-04-07T06:21:49.690Z
44,2021-04-07T06:21:49.690Z
56,2021-04-07T06:21:49.690Z
59,2021-04-07T06:21:49.690Z
72,2021-04-07T06:21:49.690Z
83,2021-04-07T06:21:49.690Z
85,2021-04-07T06:21:49.690Z
94,2021-04-07T06:21:49.690Z
90,2021-04-07T06:21:49.690Z
93,2021-04-07T06:21:49.690Z
113,2021-04-07T06:21:49.690Z
126,2021-04-07T06:21:49.690Z
130,2021-04-07T06:21:49.690Z
136,2021-04-07T06:21:49.690Z
152,2021-04-07T06:21:49.690Z
184,2021-04-07T06:21:49.690Z
190,2021-04-07T06:21:49.690Z
