averageInfected,begin_date,end_date,isCurrentWeek,lastUpdate
630,2021-03-21T00:00:00.000Z,2021-03-27T00:00:00.000Z,False,2021-04-17T19:12:57.203Z
329,2021-03-28T00:00:00.000Z,2021-04-03T00:00:00.000Z,False,2021-04-17T19:12:57.203Z
239,2021-04-04T00:00:00.000Z,2021-04-10T00:00:00.000Z,False,2021-04-17T19:12:57.203Z
159,2021-04-11T00:00:00.000Z,2021-04-17T00:00:00.000Z,True,2021-04-17T19:12:57.203Z
