section,male,female,lastUpdate,date
0,2,1,2021-01-12T04:46:22.610Z,2021-01-12T04:46:22.610Z
10,1,2,2021-01-12T04:46:22.610Z,2021-01-12T04:46:22.610Z
20,6,8,2021-01-12T04:46:22.610Z,2021-01-12T04:46:22.610Z
30,13,7,2021-01-12T04:46:22.610Z,2021-01-12T04:46:22.610Z
40,24,24,2021-01-12T04:46:22.610Z,2021-01-12T04:46:22.610Z
50,128,62,2021-01-12T04:46:22.610Z,2021-01-12T04:46:22.610Z
60,344,148,2021-01-12T04:46:22.610Z,2021-01-12T04:46:22.610Z
70,617,300,2021-01-12T04:46:22.610Z,2021-01-12T04:46:22.610Z
80,687,577,2021-01-12T04:46:22.610Z,2021-01-12T04:46:22.610Z
90,315,438,2021-01-12T04:46:22.610Z,2021-01-12T04:46:22.610Z
