total_beds,total_occupancy,easy_occupancy,medium_occupancy,hard_occupancy,critical_occupancy,lastUpdate
2892,486,111,54,127,190,2021-04-06T15:49:06.867Z
100,17,23,11,26,39,2021-04-06T15:49:06.867Z
