section,male,female,lastUpdate,date
0,61839,58425,2021-04-06T15:49:06.867Z,2021-04-06T15:49:06.867Z
10,92102,83702,2021-04-06T15:49:06.867Z,2021-04-06T15:49:06.867Z
20,76777,80289,2021-04-06T15:49:06.867Z,2021-04-06T15:49:06.867Z
30,55744,59805,2021-04-06T15:49:06.867Z,2021-04-06T15:49:06.867Z
40,46377,51503,2021-04-06T15:49:06.867Z,2021-04-06T15:49:06.867Z
50,34519,37375,2021-04-06T15:49:06.867Z,2021-04-06T15:49:06.867Z
60,23558,23110,2021-04-06T15:49:06.867Z,2021-04-06T15:49:06.867Z
70,11757,11748,2021-04-06T15:49:06.867Z,2021-04-06T15:49:06.867Z
80,5242,7203,2021-04-06T15:49:06.867Z,2021-04-06T15:49:06.867Z
90,1429,2968,2021-04-06T15:49:06.867Z,2021-04-06T15:49:06.867Z
