date,new_hospitalized,Counthospitalized,Counthospitalized_without_release,CountHardStatus,CountMediumStatus,CountEasyStatus,CountBreath,CountDeath,total_beds,StandardOccupancy,num_visits,patients_home,patients_hotel,lastUpdate
2020-03-02T00:00:00.000Z,1,11,11,0,0,11,0,0,1325,0.00830188679245283,5632,-168,0,2020-08-24T19:04:20.180Z
2020-03-03T00:00:00.000Z,0,10,10,0,0,10,0,0,1325,0.007547169811320755,7857,-165,0,2020-08-24T19:04:20.180Z
2020-03-04T00:00:00.000Z,0,12,11,0,0,12,0,0,1325,0.009056603773584906,7012,-167,0,2020-08-24T19:04:20.180Z
2020-03-05T00:00:00.000Z,1,13,13,1,0,12,0,0,1325,0.009811320754716982,7012,-167,0,2020-08-24T19:04:20.180Z
2020-03-06T00:00:00.000Z,1,16,16,2,0,14,1,0,1325,0.01207547169811321,5177,-166,0,2020-08-24T19:04:20.180Z
2020-03-07T00:00:00.000Z,1,20,20,3,0,17,2,0,1325,0.01509433962264151,4861,-166,0,2020-08-24T19:04:20.180Z
2020-03-08T00:00:00.000Z,2,26,26,5,0,21,4,0,1325,0.01962264150943396,7330,-163,0,2020-08-24T19:04:20.180Z
2020-03-09T00:00:00.000Z,7,39,39,6,0,33,5,0,1325,0.02943396226415094,6205,-172,0,2020-08-24T19:04:20.180Z
2020-03-10T00:00:00.000Z,2,59,59,6,0,53,5,0,1325,0.04452830188679245,6021,-159,0,2020-08-24T19:04:20.180Z
2020-03-11T00:00:00.000Z,10,81,81,7,1,73,6,0,1325,0.06113207547169811,5981,-161,0,2020-08-24T19:04:20.180Z
2020-03-12T00:00:00.000Z,6,103,101,7,1,95,6,0,1325,0.07773584905660377,5983,-160,0,2020-08-24T19:04:20.180Z
2020-03-13T00:00:00.000Z,10,123,122,7,4,112,6,0,1325,0.09283018867924528,4121,-146,0,2020-08-24T19:04:20.180Z
2020-03-14T00:00:00.000Z,20,162,161,6,4,152,4,0,1325,0.1222641509433962,3692,-156,0,2020-08-24T19:04:20.180Z
2020-03-15T00:00:00.000Z,37,202,200,9,6,187,6,0,1325,0.1524528301886793,5490,-157,0,2020-08-24T19:04:20.180Z
2020-03-16T00:00:00.000Z,27,221,215,11,5,205,7,0,1325,0.1667924528301887,4759,-99,0,2020-08-24T19:04:20.180Z
2020-03-17T00:00:00.000Z,46,256,256,12,6,238,7,0,1325,0.1932075471698113,4338,-51,0,2020-08-24T19:04:20.180Z
2020-03-18T00:00:00.000Z,54,306,269,16,11,279,7,0,1325,0.2309433962264151,3920,49,0,2020-08-24T19:04:20.180Z
2020-03-19T00:00:00.000Z,31,295,264,21,11,263,12,0,1325,0.2226415094339623,4053,179,0,2020-08-24T19:04:20.180Z
2020-03-20T00:00:00.000Z,30,289,251,23,14,252,12,1,1325,0.2181132075471698,3207,356,0,2020-08-24T19:04:20.180Z
2020-03-21T00:00:00.000Z,35,277,274,27,21,229,15,0,1325,0.2090566037735849,2905,539,0,2020-08-24T19:04:20.180Z
2020-03-22T00:00:00.000Z,54,324,305,37,32,255,22,0,1325,0.2445283018867925,4523,755,0,2020-08-24T19:04:20.180Z
2020-03-23T00:00:00.000Z,58,352,323,42,36,274,24,0,1325,0.2656603773584906,4053,1075,0,2020-08-24T19:04:20.180Z
2020-03-24T00:00:00.000Z,82,395,343,45,48,302,26,3,1325,0.2981132075471698,3963,1468,0,2020-08-24T19:04:20.180Z
2020-03-25T00:00:00.000Z,81,413,397,49,53,311,28,1,1325,0.3116981132075472,3666,1826,0,2020-08-24T19:04:20.180Z
2020-03-26T00:00:00.000Z,83,464,413,54,65,345,31,5,1325,0.350188679245283,3925,2308,0,2020-08-24T19:04:20.180Z
2020-03-27T00:00:00.000Z,110,515,468,65,69,381,37,2,1325,0.3886792452830189,3267,2676,0,2020-08-24T19:04:20.180Z
2020-03-28T00:00:00.000Z,53,513,485,69,81,363,41,1,1325,0.3871698113207547,2834,3115,0,2020-08-24T19:04:20.180Z
2020-03-29T00:00:00.000Z,70,544,516,79,88,377,50,3,1325,0.410566037735849,4289,3579,0,2020-08-24T19:04:20.180Z
2020-03-30T00:00:00.000Z,121,619,570,88,105,426,55,1,1325,0.4671698113207547,3886,4039,0,2020-08-24T19:04:20.180Z
2020-03-31T00:00:00.000Z,111,668,628,97,115,456,64,4,1325,0.5041509433962265,4005,4654,0,2020-08-24T19:04:20.180Z
2020-04-01T00:00:00.000Z,147,769,728,111,143,515,72,8,1325,0.580377358490566,4088,4502,689,2020-08-24T19:04:20.180Z
2020-04-02T00:00:00.000Z,115,813,727,113,145,555,79,10,1325,0.6135849056603774,4284,5088,720,2020-08-24T19:04:20.180Z
2020-04-03T00:00:00.000Z,97,804,719,130,159,515,93,5,1325,0.6067924528301887,3494,5598,717,2020-08-24T19:04:20.180Z
2020-04-04T00:00:00.000Z,73,791,752,139,171,481,107,7,1325,0.5969811320754717,3155,5927,718,2020-08-24T19:04:20.180Z
2020-04-05T00:00:00.000Z,100,827,743,135,194,498,106,6,1325,0.6241509433962265,4495,6434,693,2020-08-24T19:04:20.180Z
2020-04-06T00:00:00.000Z,93,814,703,147,209,458,110,7,1325,0.6143396226415094,4088,6712,796,2020-08-24T19:04:20.180Z
2020-04-07T00:00:00.000Z,72,748,656,159,201,388,106,7,1325,0.5645283018867925,4313,6977,819,2020-08-24T19:04:20.180Z
2020-04-08T00:00:00.000Z,57,695,622,166,193,336,115,9,1325,0.5245283018867924,3511,7152,859,2020-08-24T19:04:20.180Z
2020-04-09T00:00:00.000Z,65,665,634,166,187,312,117,9,1325,0.5018867924528302,3363,7279,944,2020-08-24T19:04:20.180Z
2020-04-10T00:00:00.000Z,56,670,598,170,170,330,128,8,1325,0.5056603773584906,4086,7404,1002,2020-08-24T19:04:20.180Z
2020-04-11T00:00:00.000Z,39,627,595,182,162,283,130,6,1325,0.4732075471698113,3172,7519,1061,2020-08-24T19:04:20.180Z
2020-04-12T00:00:00.000Z,90,667,620,177,174,316,130,7,1325,0.5033962264150943,4965,7683,1074,2020-08-24T19:04:20.180Z
2020-04-13T00:00:00.000Z,91,691,629,192,169,330,137,8,1325,0.5215094339622641,4653,7686,1181,2020-08-24T19:04:20.180Z
2020-04-14T00:00:00.000Z,75,676,631,178,170,328,134,8,1325,0.510188679245283,4376,7650,1229,2020-08-24T19:04:20.180Z
2020-04-15T00:00:00.000Z,69,673,655,180,174,319,133,13,1325,0.5079245283018868,3492,7614,1238,2020-08-24T19:04:20.180Z
2020-04-16T00:00:00.000Z,51,702,643,180,162,360,136,7,1325,0.5298113207547169,5388,7435,1366,2020-08-24T19:04:20.180Z
2020-04-17T00:00:00.000Z,48,666,613,166,163,337,125,9,1325,0.5026415094339622,4188,7402,1348,2020-08-24T19:04:20.180Z
2020-04-18T00:00:00.000Z,42,644,619,174,141,329,118,11,1325,0.4860377358490566,3825,6985,1661,2020-08-24T19:04:20.180Z
2020-04-19T00:00:00.000Z,40,621,571,157,147,317,118,8,1325,0.4686792452830189,5788,6955,1707,2020-08-24T19:04:20.180Z
2020-04-20T00:00:00.000Z,49,612,560,154,135,323,123,6,1325,0.4618867924528302,5097,6711,1723,2020-08-24T19:04:20.180Z
2020-04-21T00:00:00.000Z,27,546,510,145,147,254,119,9,1325,0.4120754716981132,4921,6576,1738,2020-08-24T19:04:20.180Z
2020-04-22T00:00:00.000Z,36,533,498,149,124,260,110,3,1325,0.4022641509433962,4822,6448,1739,2020-08-24T19:04:20.180Z
2020-04-23T00:00:00.000Z,32,502,454,146,107,249,114,4,1325,0.3788679245283019,5353,6514,1605,2020-08-24T19:04:20.180Z
2020-04-24T00:00:00.000Z,26,462,440,144,109,209,108,3,1325,0.3486792452830189,4411,6120,1751,2020-08-24T19:04:20.180Z
2020-04-25T00:00:00.000Z,8,442,429,136,105,201,107,3,1325,0.3335849056603774,3643,5843,1762,2020-08-24T19:04:20.180Z
2020-04-26T00:00:00.000Z,33,441,415,142,92,207,111,2,1325,0.3328301886792453,5757,5729,1737,2020-08-24T19:04:20.180Z
2020-04-27T00:00:00.000Z,21,415,382,133,88,194,102,4,1325,0.3132075471698113,5298,5281,1775,2020-08-24T19:04:20.180Z
2020-04-28T00:00:00.000Z,28,391,367,128,85,178,101,5,1325,0.2950943396226415,4854,4999,1726,2020-08-24T19:04:20.180Z
2020-04-29T00:00:00.000Z,23,377,362,121,87,169,96,6,1325,0.2845283018867925,4207,4655,1726,2020-08-24T19:04:20.180Z
2020-04-30T00:00:00.000Z,19,378,346,113,88,177,90,6,1325,0.2852830188679245,5673,4409,1721,2020-08-24T19:04:20.180Z
2020-05-01T00:00:00.000Z,20,353,333,111,85,157,89,4,1325,0.2664150943396226,4551,3863,1746,2020-08-24T19:04:20.180Z
2020-05-02T00:00:00.000Z,13,335,328,112,67,156,90,3,1325,0.2528301886792453,3973,3791,1610,2020-08-24T19:04:20.180Z
2020-05-03T00:00:00.000Z,14,324,300,102,72,150,84,3,1325,0.2445283018867925,5982,3712,1591,2020-08-24T19:04:20.180Z
2020-05-04T00:00:00.000Z,19,320,289,98,74,148,78,3,1325,0.2415094339622642,5531,3457,1545,2020-08-24T19:04:20.180Z
2020-05-05T00:00:00.000Z,9,278,264,92,66,120,72,2,1325,0.209811320754717,5408,3214,1488,2020-08-24T19:04:20.180Z
2020-05-06T00:00:00.000Z,15,270,251,89,63,118,70,1,1325,0.2037735849056604,5362,3129,1439,2020-08-24T19:04:20.180Z
2020-05-07T00:00:00.000Z,13,258,247,85,62,111,71,1,1325,0.1947169811320755,5634,2944,1423,2020-08-24T19:04:20.180Z
2020-05-08T00:00:00.000Z,13,240,237,78,54,108,64,6,1325,0.1811320754716981,4819,2737,1365,2020-08-24T19:04:20.180Z
2020-05-09T00:00:00.000Z,10,240,238,78,50,112,64,2,1325,0.1811320754716981,3270,2805,1204,2020-08-24T19:04:20.180Z
2020-05-10T00:00:00.000Z,14,244,226,74,52,118,66,5,1325,0.1841509433962264,6334,2719,1202,2020-08-24T19:04:20.180Z
2020-05-11T00:00:00.000Z,9,227,211,69,55,103,60,5,1325,0.1713207547169811,5506,2314,1208,2020-08-24T19:04:20.180Z
2020-05-12T00:00:00.000Z,10,221,204,65,54,102,56,3,1325,0.1667924528301887,5597,2288,1054,2020-08-24T19:04:20.180Z
2020-05-13T00:00:00.000Z,10,199,196,61,49,89,53,3,1325,0.150188679245283,5581,2232,968,2020-08-24T19:04:20.180Z
2020-05-14T00:00:00.000Z,6,190,183,61,44,85,52,2,1325,0.1433962264150943,5986,2067,917,2020-08-24T19:04:20.180Z
2020-05-15T00:00:00.000Z,2,183,179,61,44,78,52,0,1325,0.1381132075471698,5174,1951,814,2020-08-24T19:04:20.180Z
2020-05-16T00:00:00.000Z,4,179,179,60,41,78,51,3,1325,0.1350943396226415,4525,1920,780,2020-08-24T19:04:20.180Z
2020-05-17T00:00:00.000Z,9,187,174,55,40,92,45,4,1325,0.1411320754716981,6784,1821,756,2020-08-24T19:04:20.180Z
2020-05-18T00:00:00.000Z,3,172,161,52,43,77,43,3,1325,0.129811320754717,6222,1593,725,2020-08-24T19:04:20.180Z
2020-05-19T00:00:00.000Z,7,160,153,51,44,65,40,2,1325,0.1207547169811321,6324,1546,603,2020-08-24T19:04:20.180Z
2020-05-20T00:00:00.000Z,4,154,141,46,40,68,41,1,1325,0.1162264150943396,6272,1479,570,2020-08-24T19:04:20.180Z
2020-05-21T00:00:00.000Z,8,150,140,47,32,71,37,0,1325,0.1132075471698113,6558,1340,514,2020-08-24T19:04:20.180Z
2020-05-22T00:00:00.000Z,5,146,142,47,33,66,37,0,1325,0.110188679245283,5410,1245,455,2020-08-24T19:04:20.180Z
2020-05-23T00:00:00.000Z,3,149,149,47,35,67,37,0,1325,0.1124528301886792,4774,1260,400,2020-08-24T19:04:20.180Z
2020-05-24T00:00:00.000Z,0,147,132,43,39,65,34,1,1325,0.1109433962264151,7117,1181,390,2020-08-24T19:04:20.180Z
2020-05-25T00:00:00.000Z,8,131,123,41,32,58,29,2,1325,0.09886792452830188,6531,1069,345,2020-08-24T19:04:20.180Z
2020-05-26T00:00:00.000Z,4,122,117,36,37,49,32,0,1325,0.09207547169811321,6476,1092,283,2020-08-24T19:04:20.180Z
2020-05-27T00:00:00.000Z,4,119,113,39,38,42,36,2,1325,0.08981132075471698,6563,1038,276,2020-08-24T19:04:20.180Z
2020-05-28T00:00:00.000Z,7,112,106,36,36,40,34,1,1325,0.08452830188679246,5574,973,273,2020-08-24T19:04:20.180Z
2020-05-29T00:00:00.000Z,5,116,116,39,36,41,37,0,1325,0.08754716981132075,4730,1066,241,2020-08-24T19:04:20.180Z
2020-05-30T00:00:00.000Z,5,120,119,35,43,42,33,0,1325,0.09056603773584905,4953,1056,241,2020-08-24T19:04:20.180Z
2020-05-31T00:00:00.000Z,5,123,115,35,47,41,31,0,1325,0.09283018867924528,7351,1084,245,2020-08-24T19:04:20.180Z
2020-06-01T00:00:00.000Z,12,124,107,34,45,45,30,3,1325,0.09358490566037736,6487,1098,224,2020-08-24T19:04:20.180Z
2020-06-02T00:00:00.000Z,12,120,113,29,45,46,29,2,1325,0.09056603773584905,6491,1183,202,2020-08-24T19:04:20.180Z
2020-06-03T00:00:00.000Z,8,115,111,28,42,45,25,1,1325,0.08679245283018867,6485,1217,225,2020-08-24T19:04:20.180Z
2020-06-04T00:00:00.000Z,11,123,111,30,37,56,23,0,1325,0.09283018867924528,6894,1290,227,2020-08-24T19:04:20.180Z
2020-06-05T00:00:00.000Z,8,117,107,29,41,47,23,1,1325,0.08830188679245284,5707,1378,228,2020-08-24T19:04:20.180Z
2020-06-06T00:00:00.000Z,9,112,110,29,42,41,21,4,1325,0.08452830188679246,5138,1397,239,2020-08-24T19:04:20.180Z
2020-06-07T00:00:00.000Z,13,121,116,29,42,50,23,2,1325,0.09132075471698113,7776,1465,247,2020-08-24T19:04:20.180Z
2020-06-08T00:00:00.000Z,17,131,119,30,46,55,23,0,1325,0.09886792452830188,6604,1583,262,2020-08-24T19:04:20.180Z
2020-06-09T00:00:00.000Z,10,131,118,31,44,56,24,1,1325,0.09886792452830188,6808,1711,259,2020-08-24T19:04:20.180Z
2020-06-10T00:00:00.000Z,24,134,116,32,44,58,24,1,1325,0.1011320754716981,6897,1851,283,2020-08-24T19:04:20.180Z
2020-06-11T00:00:00.000Z,13,139,128,35,41,63,24,0,1325,0.1049056603773585,6901,1911,321,2020-08-24T19:04:20.180Z
2020-06-12T00:00:00.000Z,13,139,128,34,45,60,25,0,1325,0.1049056603773585,5731,2007,338,2020-08-24T19:04:20.180Z
2020-06-13T00:00:00.000Z,11,139,136,35,49,55,26,1,1325,0.1049056603773585,5105,2076,359,2020-08-24T19:04:20.180Z
2020-06-14T00:00:00.000Z,15,147,137,32,50,65,23,2,1325,0.1109433962264151,7667,2168,360,2020-08-24T19:04:20.180Z
2020-06-15T00:00:00.000Z,23,158,136,36,48,74,25,0,1325,0.1192452830188679,6804,2262,393,2020-08-24T19:04:20.180Z
2020-06-16T00:00:00.000Z,22,162,143,38,45,79,26,1,1325,0.1222641509433962,6957,2506,401,2020-08-24T19:04:20.180Z
2020-06-17T00:00:00.000Z,22,159,150,36,48,75,29,0,1325,0.12,6593,2688,428,2020-08-24T19:04:20.180Z
2020-06-18T00:00:00.000Z,40,185,160,39,43,103,28,0,1325,0.139622641509434,6855,2863,471,2020-08-24T19:04:20.180Z
2020-06-19T00:00:00.000Z,30,188,179,39,47,102,29,1,1325,0.1418867924528302,5793,3064,491,2020-08-24T19:04:20.180Z
2020-06-20T00:00:00.000Z,34,211,208,40,50,121,28,1,1325,0.1592452830188679,5061,3115,508,2020-08-24T19:04:20.180Z
2020-06-21T00:00:00.000Z,38,246,212,45,59,142,29,0,1325,0.1856603773584906,7824,3228,520,2020-08-24T19:04:20.180Z
2020-06-22T00:00:00.000Z,23,229,195,43,55,131,29,1,1325,0.1728301886792453,6970,3484,537,2020-08-24T19:04:20.180Z
2020-06-23T00:00:00.000Z,19,215,189,40,51,124,26,2,1325,0.1622641509433962,6629,3797,561,2020-08-24T19:04:20.180Z
2020-06-24T00:00:00.000Z,35,215,189,45,43,127,27,3,1325,0.1622641509433962,6668,4183,606,2020-08-24T19:04:20.180Z
2020-06-25T00:00:00.000Z,25,208,185,44,54,110,28,4,1325,0.1569811320754717,6736,4550,633,2020-08-24T19:04:20.180Z
2020-06-26T00:00:00.000Z,47,233,213,45,56,132,26,3,1325,0.1758490566037736,5554,4822,673,2020-08-24T19:04:20.180Z
2020-06-27T00:00:00.000Z,27,234,216,40,55,139,22,3,1325,0.1766037735849057,5038,5112,691,2020-08-24T19:04:20.180Z
2020-06-28T00:00:00.000Z,47,253,213,39,66,148,22,2,1325,0.1909433962264151,7629,5410,689,2020-08-24T19:04:20.180Z
2020-06-29T00:00:00.000Z,46,266,233,44,65,157,24,0,1325,0.2007547169811321,6614,5937,713,2020-08-24T19:04:20.180Z
2020-06-30T00:00:00.000Z,53,289,252,56,67,166,24,1,1325,0.2181132075471698,6285,6545,751,2020-08-24T19:04:20.180Z
2020-07-01T00:00:00.000Z,82,324,275,59,72,193,24,3,1325,0.2445283018867925,6066,7371,771,2020-08-24T19:04:20.180Z
2020-07-02T00:00:00.000Z,65,333,297,72,71,190,28,1,1325,0.2513207547169811,6409,8348,793,2020-08-24T19:04:20.180Z
2020-07-03T00:00:00.000Z,57,350,309,83,74,193,29,2,1325,0.2641509433962264,5437,9077,879,2020-08-24T19:04:20.180Z
2020-07-04T00:00:00.000Z,63,361,338,85,82,194,33,6,1325,0.2724528301886792,3690,9646,962,2020-08-24T19:04:20.180Z
2020-07-05T00:00:00.000Z,82,417,367,94,81,242,32,2,1325,0.3147169811320755,7203,10325,952,2020-08-24T19:04:20.180Z
2020-07-06T00:00:00.000Z,81,435,360,90,95,250,34,8,1325,0.3283018867924528,6341,11244,1022,2020-08-24T19:04:20.180Z
2020-07-07T00:00:00.000Z,107,462,405,93,95,274,35,5,1325,0.3486792452830189,6118,12250,1202,2020-08-24T19:04:20.180Z
