total_beds,total_occupancy,easy_occupancy,medium_occupancy,hard_occupancy,critical_occupancy,lastUpdate
2020,1915,341,286,802,426,2021-01-24T06:07:14.763Z
100,95,18,15,42,22,2021-01-24T06:07:14.763Z
