section,male,female,lastUpdate,date
0,58791,55457,2021-03-09T06:30:57.253Z,2021-03-09T06:30:57.253Z
10,89201,80383,2021-03-09T06:30:57.253Z,2021-03-09T06:30:57.253Z
20,74654,77754,2021-03-09T06:30:57.253Z,2021-03-09T06:30:57.253Z
30,54051,57730,2021-03-09T06:30:57.253Z,2021-03-09T06:30:57.253Z
40,45042,49887,2021-03-09T06:30:57.253Z,2021-03-09T06:30:57.253Z
50,33684,36352,2021-03-09T06:30:57.253Z,2021-03-09T06:30:57.253Z
60,23034,22415,2021-03-09T06:30:57.253Z,2021-03-09T06:30:57.253Z
70,11420,11443,2021-03-09T06:30:57.253Z,2021-03-09T06:30:57.253Z
80,5039,6905,2021-03-09T06:30:57.253Z,2021-03-09T06:30:57.253Z
90,1348,2828,2021-03-09T06:30:57.253Z,2021-03-09T06:30:57.253Z
