section,male,female,lastUpdate,date
0,24367,23114,2021-01-04T04:08:30.277Z,2021-01-04T04:08:30.277Z
10,49770,39016,2021-01-04T04:08:30.277Z,2021-01-04T04:08:30.277Z
20,43279,41736,2021-01-04T04:08:30.277Z,2021-01-04T04:08:30.277Z
30,30311,31147,2021-01-04T04:08:30.277Z,2021-01-04T04:08:30.277Z
40,26463,28887,2021-01-04T04:08:30.277Z,2021-01-04T04:08:30.277Z
50,20673,21762,2021-01-04T04:08:30.277Z,2021-01-04T04:08:30.277Z
60,15154,13826,2021-01-04T04:08:30.277Z,2021-01-04T04:08:30.277Z
70,7600,6974,2021-01-04T04:08:30.277Z,2021-01-04T04:08:30.277Z
80,3181,4075,2021-01-04T04:08:30.277Z,2021-01-04T04:08:30.277Z
90,806,1771,2021-01-04T04:08:30.277Z,2021-01-04T04:08:30.277Z
