date,new_hospitalized,Counthospitalized,Counthospitalized_without_release,CountHardStatus,CountMediumStatus,CountEasyStatus,CountBreath,CountDeath,total_beds,StandardOccupancy,num_visits,patients_home,patients_hotel,CountBreathCum,CountDeathCum,CountCriticalStatus,CountSeriousCriticalCum,lastUpdate
2020-11-11T00:00:00.000Z,53,646,584,308,113,206,136,7,1979,0.3264274886306215,5446,10470,156,1709,2707,152,8435,2021-01-03T04:07:48.983Z
2020-11-12T00:00:00.000Z,55,628,569,302,110,196,130,12,1979,0.3173319858514401,5753,10099,149,1717,2719,142,8468,2021-01-03T04:07:48.983Z
2020-11-13T00:00:00.000Z,44,607,581,291,113,193,123,5,1979,0.3067205659423952,5134,10101,148,1721,2724,140,8497,2021-01-03T04:07:48.983Z
2020-11-14T00:00:00.000Z,55,624,606,291,116,209,123,12,1979,0.315310763011622,4727,9930,146,1725,2736,139,8516,2021-01-03T04:07:48.983Z
2020-11-15T00:00:00.000Z,70,670,597,307,114,234,124,9,1979,0.3385548256695301,6666,9574,147,1728,2745,144,8549,2021-01-03T04:07:48.983Z
2020-11-16T00:00:00.000Z,65,656,598,318,94,225,116,8,1979,0.3314805457301668,6090,9792,124,1733,2753,137,8590,2021-01-03T04:07:48.983Z
2020-11-17T00:00:00.000Z,55,638,580,318,97,211,124,12,1979,0.3223850429509854,6333,10024,142,1740,2765,137,8619,2021-01-03T04:07:48.983Z
2020-11-18T00:00:00.000Z,60,633,587,314,94,208,123,7,1979,0.3198585144012127,6107,9993,148,1748,2772,139,8652,2021-01-03T04:07:48.983Z
2020-11-19T00:00:00.000Z,78,657,595,321,90,223,121,8,1979,0.3319858514401213,6632,9986,151,1754,2780,137,8686,2021-01-03T04:07:48.983Z
2020-11-20T00:00:00.000Z,55,644,610,315,85,216,120,6,1979,0.3254168772107125,4905,10055,151,1758,2786,141,8710,2021-01-03T04:07:48.983Z
2020-11-21T00:00:00.000Z,46,641,613,310,97,222,114,12,1979,0.3239009600808489,4335,10002,159,1763,2798,134,8740,2021-01-03T04:07:48.983Z
2020-11-22T00:00:00.000Z,52,651,574,307,99,227,115,17,1979,0.3289540171803941,6867,9777,150,1766,2815,131,8771,2021-01-03T04:07:48.983Z
2020-11-23T00:00:00.000Z,63,629,556,289,95,230,111,7,1979,0.3178372915613946,6442,10099,139,1769,2822,123,8800,2021-01-03T04:07:48.983Z
2020-11-24T00:00:00.000Z,48,602,536,281,89,211,109,6,1979,0.3041940373926225,6153,10423,134,1773,2828,126,8829,2021-01-03T04:07:48.983Z
2020-11-25T00:00:00.000Z,81,614,567,292,84,219,109,5,1979,0.3102577059120768,4618,10584,163,1776,2833,121,8860,2021-01-03T04:07:48.983Z
2020-11-26T00:00:00.000Z,67,622,553,282,86,224,110,9,1979,0.314300151591713,4893,10769,131,1783,2842,115,8886,2021-01-03T04:07:48.983Z
2020-11-27T00:00:00.000Z,37,580,537,279,77,210,108,6,1979,0.2930773117736231,4726,11101,142,1790,2848,115,8919,2021-01-03T04:07:48.983Z
2020-11-28T00:00:00.000Z,47,579,557,266,86,210,100,10,1979,0.2925720060636685,4434,11223,148,1791,2858,107,8933,2021-01-03T04:07:48.983Z
2020-11-29T00:00:00.000Z,83,633,553,275,89,246,96,9,1979,0.3198585144012127,6905,11119,154,1792,2867,106,8967,2021-01-03T04:07:48.983Z
2020-11-30T00:00:00.000Z,98,641,563,272,88,251,89,8,1979,0.3239009600808489,6253,11621,148,1794,2875,105,9006,2021-01-03T04:07:48.983Z
2020-12-01T00:00:00.000Z,90,642,576,277,91,251,82,10,1979,0.3244062657908035,6506,12077,163,1797,2885,99,9056,2021-01-03T04:07:48.983Z
2020-12-02T00:00:00.000Z,79,649,587,291,108,234,86,5,1979,0.3279434057604851,6181,12800,162,1805,2890,100,9105,2021-01-03T04:07:48.983Z
2020-12-03T00:00:00.000Z,90,663,587,307,103,227,84,10,1979,0.3350176856998484,6393,12777,182,1813,2900,106,9164,2021-01-03T04:07:48.983Z
2020-12-04T00:00:00.000Z,101,683,611,324,98,238,94,10,1979,0.3451237998989389,5318,13372,199,1823,2910,114,9209,2021-01-03T04:07:48.983Z
2020-12-05T00:00:00.000Z,77,679,642,331,93,236,87,10,1979,0.3431025770591208,4540,13724,203,1825,2920,108,9246,2021-01-03T04:07:48.983Z
2020-12-06T00:00:00.000Z,82,714,621,343,92,257,84,8,1979,0.3607882769075291,6940,13682,205,1830,2928,115,9292,2021-01-03T04:07:48.983Z
2020-12-07T00:00:00.000Z,86,704,626,335,107,242,85,6,1979,0.3557352198079838,6419,14630,189,1833,2934,113,9333,2021-01-03T04:07:48.983Z
2020-12-08T00:00:00.000Z,94,706,629,326,120,238,90,13,1979,0.3567458312278929,6183,15449,217,1844,2947,116,9370,2021-01-03T04:07:48.983Z
2020-12-09T00:00:00.000Z,104,718,637,322,119,258,91,15,1979,0.3628094997473472,6126,16204,258,1853,2962,112,9410,2021-01-03T04:07:48.983Z
2020-12-10T00:00:00.000Z,109,737,648,320,132,258,95,12,1979,0.3724103082364831,6428,16736,254,1864,2974,111,9452,2021-01-03T04:07:48.983Z
2020-12-11T00:00:00.000Z,106,744,681,339,114,267,100,11,1979,0.3759474482061647,5141,17358,268,1872,2985,114,9507,2021-01-03T04:07:48.983Z
2020-12-12T00:00:00.000Z,87,752,715,344,128,264,103,16,1979,0.3799898938858009,4486,17656,289,1879,3001,120,9551,2021-01-03T04:07:48.983Z
2020-12-13T00:00:00.000Z,124,832,744,379,141,282,101,9,1979,0.4204143506821627,6992,17404,300,1889,3010,117,9621,2021-01-03T04:07:48.983Z
2020-12-14T00:00:00.000Z,137,870,764,384,158,282,97,11,1979,0.4396159676604345,6590,18365,346,1895,3021,120,9680,2021-01-03T04:07:48.983Z
2020-12-15T00:00:00.000Z,133,886,783,389,174,291,100,12,1979,0.4477008590197069,6032,19958,397,1908,3033,119,9746,2021-01-03T04:07:48.983Z
2020-12-16T00:00:00.000Z,119,889,796,404,181,270,102,14,1979,0.4492167761495705,5646,21083,461,1918,3047,127,9811,2021-01-03T04:07:48.983Z
2020-12-17T00:00:00.000Z,141,930,841,431,163,280,107,15,1979,0.4699343102577059,5900,21864,489,1927,3062,131,9887,2021-01-03T04:07:48.983Z
2020-12-18T00:00:00.000Z,127,945,849,453,152,310,105,18,1979,0.4775138959070238,5128,23002,541,1935,3080,131,9953,2021-01-03T04:07:48.983Z
2020-12-19T00:00:00.000Z,129,958,907,467,152,307,114,19,1979,0.4840828701364325,4713,23680,570,1950,3099,147,10024,2021-01-03T04:07:48.983Z
2020-12-20T00:00:00.000Z,145,1045,926,472,190,343,110,18,1979,0.528044466902476,7157,24142,555,1959,3117,149,10093,2021-01-03T04:07:48.983Z
2020-12-21T00:00:00.000Z,141,1067,957,490,205,331,115,17,1979,0.5391611925214755,6374,26298,548,1969,3134,155,10171,2021-01-03T04:07:48.983Z
2020-12-22T00:00:00.000Z,170,1110,992,511,181,368,113,12,1979,0.56088933804952,5896,29065,600,1982,3146,148,10261,2021-01-03T04:07:48.983Z
2020-12-23T00:00:00.000Z,150,1141,1012,513,209,360,117,25,1979,0.5765538150581102,5726,30911,693,1995,3171,148,10346,2021-01-03T04:07:48.983Z
2020-12-24T00:00:00.000Z,143,1146,1017,533,218,350,126,14,1979,0.5790803436078827,5775,31996,735,2009,3185,155,10436,2021-01-03T04:07:48.983Z
2020-12-25T00:00:00.000Z,185,1162,1068,558,203,333,138,20,1979,0.5871652349671551,5012,33476,758,2030,3205,176,10542,2021-01-03T04:07:48.983Z
2020-12-26T00:00:00.000Z,141,1189,1131,579,210,356,132,22,1979,0.6008084891359272,4391,34248,720,2040,3227,170,10631,2021-01-03T04:07:48.983Z
2020-12-27T00:00:00.000Z,188,1304,1123,615,245,367,150,18,1979,0.6589186457806974,6569,33532,671,2060,3245,188,10730,2021-01-03T04:07:48.983Z
2020-12-28T00:00:00.000Z,171,1262,1093,618,213,366,149,32,1979,0.6376958059626073,5919,36550,652,2074,3277,189,10838,2021-01-03T04:07:48.983Z
2020-12-29T00:00:00.000Z,187,1270,1123,638,201,380,161,28,1979,0.6417382516422435,5866,39642,706,2097,3305,202,10944,2021-01-03T04:07:48.983Z
2020-12-30T00:00:00.000Z,168,1276,1136,663,212,348,158,15,1979,0.6447700859019707,5936,41694,737,2110,3320,206,11058,2021-01-03T04:07:48.983Z
2020-12-31T00:00:00.000Z,197,1305,1160,709,196,335,170,27,1979,0.6594239514906518,5789,43190,745,2131,3347,221,11184,2021-01-03T04:07:48.983Z
2021-01-01T00:00:00.000Z,200,1334,1237,741,199,346,169,31,1979,0.674077817079333,5340,45625,745,2148,3378,230,11314,2021-01-03T04:07:48.983Z
2021-01-02T00:00:00.000Z,55,1228,1228,749,205,270,188,14,1979,0.6205154118241536,4184,47533,745,2167,3392,234,11377,2021-01-03T04:07:48.983Z
