age_group,vaccinated_first_dose,vaccinated_second_dose,age_group_population,percent_vaccinated_first_dose,persent_vaccinated_second_dose,lastUpdate
10-19,255647,141645,1538337,16.6,9.2,2021-02-28T06:18:09.987Z
20-29,778737,364588,1300361,59.9,28.0,2021-02-28T06:18:09.987Z
30-39,803294,434954,1197026,67.1,36.3,2021-02-28T06:18:09.987Z
40-49,823214,602937,1098556,74.9,54.9,2021-02-28T06:18:09.987Z
50-59,688064,555622,849966,81.0,65.4,2021-02-28T06:18:09.987Z
60-69,624300,558299,741639,84.2,75.3,2021-02-28T06:18:09.987Z
70-79,459910,428188,490784,93.7,87.2,2021-02-28T06:18:09.987Z
80-89,205134,189809,225538,91.0,84.2,2021-02-28T06:18:09.987Z
90+,48183,43769,51496,93.6,85.0,2021-02-28T06:18:09.987Z
