total_beds,total_occupancy,easy_occupancy,medium_occupancy,hard_occupancy,critical_occupancy,lastUpdate
3321,1278,271,212,479,297,2021-02-28T06:18:09.987Z
100,38,21,17,37,23,2021-02-28T06:18:09.987Z
