dates,averages,lastUpdate
"{'begin_date': '10.1.21', 'end_date': '16.1.21'}",8318,2021-02-04T06:11:47.710Z
"{'begin_date': '17.1.21', 'end_date': '23.1.21'}",7122,2021-02-04T06:11:47.710Z
"{'begin_date': '24.1.21', 'end_date': '30.1.21'}",6533,2021-02-04T06:11:47.710Z
"{'begin_date': '31.1.21', 'end_date': '4.2.21'}",6191,2021-02-04T06:11:47.710Z
