section,male,female,lastUpdate,date
0,1,1,2021-01-04T16:06:03.693Z,2021-01-04T16:06:03.693Z
10,1,2,2021-01-04T16:06:03.693Z,2021-01-04T16:06:03.693Z
20,4,7,2021-01-04T16:06:03.693Z,2021-01-04T16:06:03.693Z
30,12,7,2021-01-04T16:06:03.693Z,2021-01-04T16:06:03.693Z
40,23,21,2021-01-04T16:06:03.693Z,2021-01-04T16:06:03.693Z
50,122,63,2021-01-04T16:06:03.693Z,2021-01-04T16:06:03.693Z
60,324,130,2021-01-04T16:06:03.693Z,2021-01-04T16:06:03.693Z
70,566,281,2021-01-04T16:06:03.693Z,2021-01-04T16:06:03.693Z
80,632,535,2021-01-04T16:06:03.693Z,2021-01-04T16:06:03.693Z
90,291,414,2021-01-04T16:06:03.693Z,2021-01-04T16:06:03.693Z
